Site,Date,Start,Longitude,Latitude,Elevation,Location,Formation,Fire,Species,Count,Distance,Bearing,Time,Position,Notes,Site Notes
BY-US-01,10/12/2020,6:02,152.969529,-29.382354,71.667,Banyabba,Dry Sclerophyll,Unburnt,White-throated Treecreeper,1,70,N,,,,
BY-US-02,10/12/2020,6:35,152.992708,-29.382376,63.749,Banyabba,Dry Sclerophyll,Unburnt,Brown Honeyeater,2,50,N,6:38,Canopy,,Gully
BY-US-02,10/12/2020,6:35,152.992708,-29.382376,63.749,Banyabba,Dry Sclerophyll,Unburnt,Brush Cuckoo,1,120,S,,,,Gully
BY-US-02,10/12/2020,6:35,152.992708,-29.382376,63.749,Banyabba,Dry Sclerophyll,Unburnt,Cicadabird,1,40,E,,,,Gully
BY-US-02,10/12/2020,6:35,152.992708,-29.382376,63.749,Banyabba,Dry Sclerophyll,Unburnt,Eastern Yellow Robin,1,5,NW,,Midstorey,,Gully
BY-US-02,10/12/2020,6:35,152.992708,-29.382376,63.749,Banyabba,Dry Sclerophyll,Unburnt,Grey Fantail,2,20,SE,6:35,,,Gully
BY-US-02,10/12/2020,6:35,152.992708,-29.382376,63.749,Banyabba,Dry Sclerophyll,Unburnt,Grey Shrike-thrush,1,120,N,6:43,,,Gully
BY-US-02,10/12/2020,6:35,152.992708,-29.382376,63.749,Banyabba,Dry Sclerophyll,Unburnt,Leaden Flycatcher,1,60,S,6:41,,,Gully
BY-US-02,10/12/2020,6:35,152.992708,-29.382376,63.749,Banyabba,Dry Sclerophyll,Unburnt,Lewin's Honeyeater,1,30,E,,,,Gully
BY-US-02,10/12/2020,6:35,152.992708,-29.382376,63.749,Banyabba,Dry Sclerophyll,Unburnt,Noisy Friarbird,1,80,SW,,,,Gully
BY-US-02,10/12/2020,6:35,152.992708,-29.382376,63.749,Banyabba,Dry Sclerophyll,Unburnt,Noisy Friarbird,1,70,N,6:40,,,Gully
BY-US-02,10/12/2020,6:35,152.992708,-29.382376,63.749,Banyabba,Dry Sclerophyll,Unburnt,Noisy Friarbird,1,60,E,,,,Gully
BY-US-02,10/12/2020,6:35,152.992708,-29.382376,63.749,Banyabba,Dry Sclerophyll,Unburnt,Peaceful Dove,1,60,E,,,,Gully
BY-US-02,10/12/2020,6:35,152.992708,-29.382376,63.749,Banyabba,Dry Sclerophyll,Unburnt,Rufous Whistler,1,60,E,,,,Gully
BY-US-02,10/12/2020,6:35,152.992708,-29.382376,63.749,Banyabba,Dry Sclerophyll,Unburnt,Rufous Whistler,1,80,N,,,,Gully
BY-US-02,10/12/2020,6:35,152.992708,-29.382376,63.749,Banyabba,Dry Sclerophyll,Unburnt,Rufous Whistler,1,80,S,6:37,,,Gully
BY-US-02,10/12/2020,6:35,152.992708,-29.382376,63.749,Banyabba,Dry Sclerophyll,Unburnt,Variegated Fairy-wren,2,30,SW,6:39,,,Gully
BY-US-02,10/12/2020,6:35,152.992708,-29.382376,63.749,Banyabba,Dry Sclerophyll,Unburnt,White-throated Treecreeper,1,40,S,6:36,,,Gully
BY-US-02,10/12/2020,6:35,152.992708,-29.382376,63.749,Banyabba,Dry Sclerophyll,Unburnt,Yellow-faced Honeyeater,1,40,S,,,,Gully
BY-US-03,10/12/2020,7:19,153.001006,-29.381805,77.446,Banyabba,Dry Sclerophyll,Unburnt,Crested Shrike-tit,3,,,,,Out of Survey,
BY-US-03,10/12/2020,7:19,153.001006,-29.381805,77.446,Banyabba,Dry Sclerophyll,Unburnt,Dusky Woodswallow,2,,,,,Out of Survey,
BY-US-03,10/12/2020,7:19,153.001006,-29.381805,77.446,Banyabba,Dry Sclerophyll,Unburnt,Brown Honeyeater,6,10,N,7:20,Canopy,,
BY-US-03,10/12/2020,7:19,153.001006,-29.381805,77.446,Banyabba,Dry Sclerophyll,Unburnt,Cicadabird,1,150,NE,,,,
BY-US-03,10/12/2020,7:19,153.001006,-29.381805,77.446,Banyabba,Dry Sclerophyll,Unburnt,Eastern Yellow Robin,2,10,SE,7:24,Understorey,,
BY-US-03,10/12/2020,7:19,153.001006,-29.381805,77.446,Banyabba,Dry Sclerophyll,Unburnt,Grey Shrike-thrush,1,50,W,7:21,,,
BY-US-03,10/12/2020,7:19,153.001006,-29.381805,77.446,Banyabba,Dry Sclerophyll,Unburnt,Grey Shrike-thrush,1,70,N,7:26,,,
BY-US-03,10/12/2020,7:19,153.001006,-29.381805,77.446,Banyabba,Dry Sclerophyll,Unburnt,Lewin's Honeyeater,1,120,SW,,,,
BY-US-03,10/12/2020,7:19,153.001006,-29.381805,77.446,Banyabba,Dry Sclerophyll,Unburnt,Noisy Friarbird,1,80,W,,,,
BY-US-03,10/12/2020,7:19,153.001006,-29.381805,77.446,Banyabba,Dry Sclerophyll,Unburnt,Noisy Friarbird,1,70,E,,,,
BY-US-03,10/12/2020,7:19,153.001006,-29.381805,77.446,Banyabba,Dry Sclerophyll,Unburnt,Peaceful Dove,2,70,E,,,,
BY-US-03,10/12/2020,7:19,153.001006,-29.381805,77.446,Banyabba,Dry Sclerophyll,Unburnt,Rufous Whistler,1,60,E,,,,
BY-US-03,10/12/2020,7:19,153.001006,-29.381805,77.446,Banyabba,Dry Sclerophyll,Unburnt,Rufous Whistler,1,80,E,7:27,,,
BY-US-03,10/12/2020,7:19,153.001006,-29.381805,77.446,Banyabba,Dry Sclerophyll,Unburnt,White-bellied Cuckoo-shrike,2,30,W,7:19,Canopy,,
BY-US-03,10/12/2020,7:19,153.001006,-29.381805,77.446,Banyabba,Dry Sclerophyll,Unburnt,White-throated Treecreeper,1,60,N,7:28,,,
FC-BS-01,9/12/2020,5:50,152.846755,-29.44624,125.811,Fortis Creek,Dry Sclerophyll,Burnt,Cicadabird,1,80,NE,5:53,,,
FC-BS-01,9/12/2020,5:50,152.846755,-29.44624,125.811,Fortis Creek,Dry Sclerophyll,Burnt,Eastern Whipbird,1,120,NW,,,,
FC-BS-01,9/12/2020,5:50,152.846755,-29.44624,125.811,Fortis Creek,Dry Sclerophyll,Burnt,Golden Whistler,1,100,N,,,,
FC-BS-01,9/12/2020,5:50,152.846755,-29.44624,125.811,Fortis Creek,Dry Sclerophyll,Burnt,Grey Fantail,1,10,E,5:51,Canopy,,
FC-BS-01,9/12/2020,5:50,152.846755,-29.44624,125.811,Fortis Creek,Dry Sclerophyll,Burnt,Laughing Kookaburra,1,70,SE,5:59,,,
FC-BS-01,9/12/2020,5:50,152.846755,-29.44624,125.811,Fortis Creek,Dry Sclerophyll,Burnt,Leaden Flycatcher,1,60,E,,,,
FC-BS-01,9/12/2020,5:50,152.846755,-29.44624,125.811,Fortis Creek,Dry Sclerophyll,Burnt,Noisy Friarbird,1,80,N,5:50,,,
FC-BS-01,9/12/2020,5:50,152.846755,-29.44624,125.811,Fortis Creek,Dry Sclerophyll,Burnt,Rainbow Lorikeet,1,20,S,6:00,Flyover,,
FC-BS-01,9/12/2020,5:50,152.846755,-29.44624,125.811,Fortis Creek,Dry Sclerophyll,Burnt,Rufous Whistler,3,60,SE,,,,
FC-BS-01,9/12/2020,5:50,152.846755,-29.44624,125.811,Fortis Creek,Dry Sclerophyll,Burnt,White-throated Gerygone,2,50,SW,5:54,,,
FC-BS-01,9/12/2020,5:50,152.846755,-29.44624,125.811,Fortis Creek,Dry Sclerophyll,Burnt,White-throated Treecreeper,1,30,N,,,,
FC-BS-01,9/12/2020,5:50,152.846755,-29.44624,125.811,Fortis Creek,Dry Sclerophyll,Burnt,White-throated Treecreeper,1,70,E,,,,
FC-BS-01,9/12/2020,5:50,152.846755,-29.44624,125.811,Fortis Creek,Dry Sclerophyll,Burnt,Yellow-faced Honeyeater,1,70,S,,,,
FC-BS-02,9/12/2020,6:53,152.842214,-29.445343,116.018,Fortis Creek,Dry Sclerophyll,Burnt,Brown Thornbill,,,,,,Out of Survey,
FC-BS-02,9/12/2020,6:53,152.842214,-29.445343,116.018,Fortis Creek,Dry Sclerophyll,Burnt,Striated Pardalote,,,,,,Out of Survey,
FC-BS-02,9/12/2020,6:53,152.842214,-29.445343,116.018,Fortis Creek,Dry Sclerophyll,Burnt,Wedge-tailed Eagle,,,,,,Out of Survey,
FC-BS-02,9/12/2020,6:53,152.842214,-29.445343,116.018,Fortis Creek,Dry Sclerophyll,Burnt,White-cheeked Honeyeater,,,,,,Out of Survey,
FC-BS-02,9/12/2020,6:53,152.842214,-29.445343,116.018,Fortis Creek,Dry Sclerophyll,Burnt,White-naped Honeyeater,,,,,,Out of Survey,
FC-BS-02,9/12/2020,6:53,152.842214,-29.445343,116.018,Fortis Creek,Dry Sclerophyll,Burnt,Australian Owlet-nightjar,1,50,E,7:02,,,
FC-BS-02,9/12/2020,6:53,152.842214,-29.445343,116.018,Fortis Creek,Dry Sclerophyll,Burnt,Cicadabird,1,100,W,,,,
FC-BS-02,9/12/2020,6:53,152.842214,-29.445343,116.018,Fortis Creek,Dry Sclerophyll,Burnt,Eastern Koel,1,200,SE,6:59,,,
FC-BS-02,9/12/2020,6:53,152.842214,-29.445343,116.018,Fortis Creek,Dry Sclerophyll,Burnt,Grey Butcherbird,1,200,SE,,,,
FC-BS-02,9/12/2020,6:53,152.842214,-29.445343,116.018,Fortis Creek,Dry Sclerophyll,Burnt,Grey Fantail,1,90,SE,,,,
FC-BS-02,9/12/2020,6:53,152.842214,-29.445343,116.018,Fortis Creek,Dry Sclerophyll,Burnt,Grey Shrike-thrush,1,70,W,6:56,,,
FC-BS-02,9/12/2020,6:53,152.842214,-29.445343,116.018,Fortis Creek,Dry Sclerophyll,Burnt,Laughing Kookaburra,1,90,NW,7:00,,,
FC-BS-02,9/12/2020,6:53,152.842214,-29.445343,116.018,Fortis Creek,Dry Sclerophyll,Burnt,Laughing Kookaburra,1,150,SW,,,,
FC-BS-02,9/12/2020,6:53,152.842214,-29.445343,116.018,Fortis Creek,Dry Sclerophyll,Burnt,Leaden Flycatcher,1,100,SW,,,,
FC-BS-02,9/12/2020,6:53,152.842214,-29.445343,116.018,Fortis Creek,Dry Sclerophyll,Burnt,Mistletoebird,1,20,S,7:03,Flyover,,
FC-BS-02,9/12/2020,6:53,152.842214,-29.445343,116.018,Fortis Creek,Dry Sclerophyll,Burnt,Noisy Friarbird,1,70,E,,,,
FC-BS-02,9/12/2020,6:53,152.842214,-29.445343,116.018,Fortis Creek,Dry Sclerophyll,Burnt,Peaceful Dove,1,80,N,6:57,,,
FC-BS-02,9/12/2020,6:53,152.842214,-29.445343,116.018,Fortis Creek,Dry Sclerophyll,Burnt,Rainbow Bee-eater,2,100,S,,,,
FC-BS-02,9/12/2020,6:53,152.842214,-29.445343,116.018,Fortis Creek,Dry Sclerophyll,Burnt,Rainbow Lorikeet,2,100,W,,Flyover,,
FC-BS-02,9/12/2020,6:53,152.842214,-29.445343,116.018,Fortis Creek,Dry Sclerophyll,Burnt,Rufous Whistler,1,70,W,6:53,,,
FC-BS-02,9/12/2020,6:53,152.842214,-29.445343,116.018,Fortis Creek,Dry Sclerophyll,Burnt,Rufous Whistler,1,50,SE,,,,
FC-BS-02,9/12/2020,6:53,152.842214,-29.445343,116.018,Fortis Creek,Dry Sclerophyll,Burnt,White-throated Treecreeper,1,100,SE,6:58,,,
FC-BS-02,9/12/2020,6:53,152.842214,-29.445343,116.018,Fortis Creek,Dry Sclerophyll,Burnt,White-throated Treecreeper,1,70,W,,,,
FC-BS-02,9/12/2020,6:53,152.842214,-29.445343,116.018,Fortis Creek,Dry Sclerophyll,Burnt,Yellow-faced Honeyeater,1,50,SW,,,,
FC-BS-02,9/12/2020,6:53,152.842214,-29.445343,116.018,Fortis Creek,Dry Sclerophyll,Burnt,Yellow-faced Honeyeater,1,20,N,,Canopy,,
FC-BS-03,9/12/2020,7:27,152.839717,-29.44345,99.12,Fortis Creek,Dry Sclerophyll,Burnt,Cicadabird,1,70,E,,Canopy,,
FC-BS-03,9/12/2020,7:27,152.839717,-29.44345,99.12,Fortis Creek,Dry Sclerophyll,Burnt,Eastern Yellow Robin,1,30,W,7:34,Midstorey,,
FC-BS-03,9/12/2020,7:27,152.839717,-29.44345,99.12,Fortis Creek,Dry Sclerophyll,Burnt,Grey Fantail,1,60,S,7:30,,,
FC-BS-03,9/12/2020,7:27,152.839717,-29.44345,99.12,Fortis Creek,Dry Sclerophyll,Burnt,Grey Fantail,1,60,SW,7:35,,,
FC-BS-03,9/12/2020,7:27,152.839717,-29.44345,99.12,Fortis Creek,Dry Sclerophyll,Burnt,Grey Shrike-thrush,1,120,SE,7:28,,,
FC-BS-03,9/12/2020,7:27,152.839717,-29.44345,99.12,Fortis Creek,Dry Sclerophyll,Burnt,Grey Shrike-thrush,1,80,NE,,,,
FC-BS-03,9/12/2020,7:27,152.839717,-29.44345,99.12,Fortis Creek,Dry Sclerophyll,Burnt,Laughing Kookaburra,1,100,N,,,,
FC-BS-03,9/12/2020,7:27,152.839717,-29.44345,99.12,Fortis Creek,Dry Sclerophyll,Burnt,Mistletoebird,1,30,N,7:27,Canopy,,
FC-BS-03,9/12/2020,7:27,152.839717,-29.44345,99.12,Fortis Creek,Dry Sclerophyll,Burnt,Noisy Friarbird,2,100,N,7:29,,,
FC-BS-03,9/12/2020,7:27,152.839717,-29.44345,99.12,Fortis Creek,Dry Sclerophyll,Burnt,Rainbow Bee-eater,1,70,S,,,,
FC-BS-03,9/12/2020,7:27,152.839717,-29.44345,99.12,Fortis Creek,Dry Sclerophyll,Burnt,Rainbow Bee-eater,1,40,E,,Canopy,,
FC-BS-03,9/12/2020,7:27,152.839717,-29.44345,99.12,Fortis Creek,Dry Sclerophyll,Burnt,White-naped Honeyeater,3,30,E,,Canopy,,
FC-BS-03,9/12/2020,7:27,152.839717,-29.44345,99.12,Fortis Creek,Dry Sclerophyll,Burnt,White-throated Treecreeper,1,70,SE,7:31,,,
FC-US-01,9/12/2020,6:08,152.845428,-29.448756,142.444,Fortis Creek,Dry Sclerophyll,Unburnt,Brush Cuckoo,1,100,S,6:12,,,
FC-US-01,9/12/2020,6:08,152.845428,-29.448756,142.444,Fortis Creek,Dry Sclerophyll,Unburnt,Cicadabird,1,100,E,6:17,,,
FC-US-01,9/12/2020,6:08,152.845428,-29.448756,142.444,Fortis Creek,Dry Sclerophyll,Unburnt,Eastern Koel,1,160,SE,,,,
FC-US-01,9/12/2020,6:08,152.845428,-29.448756,142.444,Fortis Creek,Dry Sclerophyll,Unburnt,Grey Shrike-thrush,1,150,SW,6:13,,,
FC-US-01,9/12/2020,6:08,152.845428,-29.448756,142.444,Fortis Creek,Dry Sclerophyll,Unburnt,Grey Shrike-thrush,1,80,SE,6:15,,,
FC-US-01,9/12/2020,6:08,152.845428,-29.448756,142.444,Fortis Creek,Dry Sclerophyll,Unburnt,Laughing Kookaburra,2,100,SE,,,,
FC-US-01,9/12/2020,6:08,152.845428,-29.448756,142.444,Fortis Creek,Dry Sclerophyll,Unburnt,Laughing Kookaburra,2,110,W,,,,
FC-US-01,9/12/2020,6:08,152.845428,-29.448756,142.444,Fortis Creek,Dry Sclerophyll,Unburnt,Leaden Flycatcher,1,100,N,6:10,,,
FC-US-01,9/12/2020,6:08,152.845428,-29.448756,142.444,Fortis Creek,Dry Sclerophyll,Unburnt,Noisy Friarbird,1,80,S,,,,
FC-US-01,9/12/2020,6:08,152.845428,-29.448756,142.444,Fortis Creek,Dry Sclerophyll,Unburnt,Noisy Friarbird,1,30,NW,,Midstorey,,
FC-US-01,9/12/2020,6:08,152.845428,-29.448756,142.444,Fortis Creek,Dry Sclerophyll,Unburnt,Olive-backed Oriole,1,120,S,,,,
FC-US-01,9/12/2020,6:08,152.845428,-29.448756,142.444,Fortis Creek,Dry Sclerophyll,Unburnt,Peaceful Dove,1,80,SE,6:14,,,
FC-US-01,9/12/2020,6:08,152.845428,-29.448756,142.444,Fortis Creek,Dry Sclerophyll,Unburnt,Rainbow Bee-eater,4,60,E,6:08,Flyover,,
FC-US-01,9/12/2020,6:08,152.845428,-29.448756,142.444,Fortis Creek,Dry Sclerophyll,Unburnt,Rufous Whistler,2,60,S,,,,
FC-US-01,9/12/2020,6:08,152.845428,-29.448756,142.444,Fortis Creek,Dry Sclerophyll,Unburnt,Rufous Whistler,1,100,SW,,,,
FC-US-01,9/12/2020,6:08,152.845428,-29.448756,142.444,Fortis Creek,Dry Sclerophyll,Unburnt,Rufous Whistler,1,100,SE,,,,
FC-US-01,9/12/2020,6:08,152.845428,-29.448756,142.444,Fortis Creek,Dry Sclerophyll,Unburnt,White-throated Treecreeper,2,60,S,,,,
FC-US-01,9/12/2020,6:08,152.845428,-29.448756,142.444,Fortis Creek,Dry Sclerophyll,Unburnt,White-throated Treecreeper,1,80,SE,,,,
FC-US-01,9/12/2020,6:08,152.845428,-29.448756,142.444,Fortis Creek,Dry Sclerophyll,Unburnt,Yellow-faced Honeyeater,1,50,W,6:16,,,
FC-US-01,9/12/2020,6:08,152.845428,-29.448756,142.444,Fortis Creek,Dry Sclerophyll,Unburnt,Yellow-faced Honeyeater,1,60,SE,,,,
FC-US-02,9/12/2020,6:34,152.841255,-29.447439,111.263,Fortis Creek,Dry Sclerophyll,Unburnt,Brown Honeyeater,1,10,N,,Canopy,,
FC-US-02,9/12/2020,6:34,152.841255,-29.447439,111.263,Fortis Creek,Dry Sclerophyll,Unburnt,Cicadabird,1,90,S,6:44,,,
FC-US-02,9/12/2020,6:34,152.841255,-29.447439,111.263,Fortis Creek,Dry Sclerophyll,Unburnt,Grey Butcherbird,2,120,SW,6:34,,,
FC-US-02,9/12/2020,6:34,152.841255,-29.447439,111.263,Fortis Creek,Dry Sclerophyll,Unburnt,Grey Fantail,1,50,W,,,,
FC-US-02,9/12/2020,6:34,152.841255,-29.447439,111.263,Fortis Creek,Dry Sclerophyll,Unburnt,Grey Fantail,1,60,NE,6:40,,,
FC-US-02,9/12/2020,6:34,152.841255,-29.447439,111.263,Fortis Creek,Dry Sclerophyll,Unburnt,Grey Shrike-thrush,1,60,SE,,,,
FC-US-02,9/12/2020,6:34,152.841255,-29.447439,111.263,Fortis Creek,Dry Sclerophyll,Unburnt,Laughing Kookaburra,1,150,S,,,,
FC-US-02,9/12/2020,6:34,152.841255,-29.447439,111.263,Fortis Creek,Dry Sclerophyll,Unburnt,Laughing Kookaburra,2,60,NW,6:41,,,
FC-US-02,9/12/2020,6:34,152.841255,-29.447439,111.263,Fortis Creek,Dry Sclerophyll,Unburnt,Leaden Flycatcher,1,30,NE,,,,
FC-US-02,9/12/2020,6:34,152.841255,-29.447439,111.263,Fortis Creek,Dry Sclerophyll,Unburnt,Noisy Friarbird,1,70,E,6:36,,,
FC-US-02,9/12/2020,6:34,152.841255,-29.447439,111.263,Fortis Creek,Dry Sclerophyll,Unburnt,Noisy Friarbird,2,80,S,,,,
FC-US-02,9/12/2020,6:34,152.841255,-29.447439,111.263,Fortis Creek,Dry Sclerophyll,Unburnt,Olive-backed Oriole,1,150,W,6:38,,,
FC-US-02,9/12/2020,6:34,152.841255,-29.447439,111.263,Fortis Creek,Dry Sclerophyll,Unburnt,Peaceful Dove,1,100,S,,,,
FC-US-02,9/12/2020,6:34,152.841255,-29.447439,111.263,Fortis Creek,Dry Sclerophyll,Unburnt,Rainbow Bee-eater,1,40,NE,,,,
FC-US-02,9/12/2020,6:34,152.841255,-29.447439,111.263,Fortis Creek,Dry Sclerophyll,Unburnt,Rainbow Lorikeet,1,80,S,,,,
FC-US-02,9/12/2020,6:34,152.841255,-29.447439,111.263,Fortis Creek,Dry Sclerophyll,Unburnt,Rainbow Lorikeet,8,80,S,6:43,Flyover,,
FC-US-02,9/12/2020,6:34,152.841255,-29.447439,111.263,Fortis Creek,Dry Sclerophyll,Unburnt,Red Wattlebird,1,70,SE,,,,
FC-US-02,9/12/2020,6:34,152.841255,-29.447439,111.263,Fortis Creek,Dry Sclerophyll,Unburnt,Rufous Whistler,1,40,E,,,,
FC-US-02,9/12/2020,6:34,152.841255,-29.447439,111.263,Fortis Creek,Dry Sclerophyll,Unburnt,Variegated Fairy-wren,2,40,W,6:39,,,
FC-US-02,9/12/2020,6:34,152.841255,-29.447439,111.263,Fortis Creek,Dry Sclerophyll,Unburnt,White-throated Treecreeper,1,60,NE,6:35,,,
FC-US-02,9/12/2020,6:34,152.841255,-29.447439,111.263,Fortis Creek,Dry Sclerophyll,Unburnt,White-throated Treecreeper,1,100,NW,,,,
FC-US-03,9/12/2020,7:45,152.837279,-29.443808,84.644,Fortis Creek,Dry Sclerophyll,Unburnt,Brown Thornbill,1,5,S,7:46,Understorey,,
FC-US-03,9/12/2020,7:45,152.837279,-29.443808,84.644,Fortis Creek,Dry Sclerophyll,Unburnt,Grey Fantail,1,80,N,7:53,,,
FC-US-03,9/12/2020,7:45,152.837279,-29.443808,84.644,Fortis Creek,Dry Sclerophyll,Unburnt,Laughing Kookaburra,2,100,W,,,,
FC-US-03,9/12/2020,7:45,152.837279,-29.443808,84.644,Fortis Creek,Dry Sclerophyll,Unburnt,Laughing Kookaburra,2,200,S,7:50,,,
FC-US-03,9/12/2020,7:45,152.837279,-29.443808,84.644,Fortis Creek,Dry Sclerophyll,Unburnt,Laughing Kookaburra,1,90,SW,,,,
FC-US-03,9/12/2020,7:45,152.837279,-29.443808,84.644,Fortis Creek,Dry Sclerophyll,Unburnt,Mistletoebird,1,30,N,,Flyover,,
FC-US-03,9/12/2020,7:45,152.837279,-29.443808,84.644,Fortis Creek,Dry Sclerophyll,Unburnt,Musk Lorikeet,8,5,W,7:48,Flyover,,
FC-US-03,9/12/2020,7:45,152.837279,-29.443808,84.644,Fortis Creek,Dry Sclerophyll,Unburnt,Rainbow Lorikeet,8,30,W,,,,
FC-US-03,9/12/2020,7:45,152.837279,-29.443808,84.644,Fortis Creek,Dry Sclerophyll,Unburnt,Rainbow Lorikeet,1,10,N,7:54,Flyover,,
FC-US-03,9/12/2020,7:45,152.837279,-29.443808,84.644,Fortis Creek,Dry Sclerophyll,Unburnt,Rufous Whistler,1,70,SE,7:52,,,
FC-US-03,9/12/2020,7:45,152.837279,-29.443808,84.644,Fortis Creek,Dry Sclerophyll,Unburnt,Variegated Fairy-wren,4,5,S,7:45,Understorey,,
FC-US-03,9/12/2020,7:45,152.837279,-29.443808,84.644,Fortis Creek,Dry Sclerophyll,Unburnt,Yellow-faced Honeyeater,1,80,S,,,,
GG-BR-01,21/12/2020,6:01,153.33192,-28.574153,NA,Gibbergunya Range Road,Rainforest,Burnt,Brown Cuckoo-Dove,1,80,NW,,,,Unburnt 60m NE
GG-BR-01,21/12/2020,6:01,153.33192,-28.574153,NA,Gibbergunya Range Road,Rainforest,Burnt,Brown Cuckoo-Dove,1,100,N,,,,Unburnt 60m NE
GG-BR-01,21/12/2020,6:01,153.33192,-28.574153,NA,Gibbergunya Range Road,Rainforest,Burnt,Crimson Rosella,4,50,NW,,Canopy,,Unburnt 60m NE
GG-BR-01,21/12/2020,6:01,153.33192,-28.574153,NA,Gibbergunya Range Road,Rainforest,Burnt,Eastern Whipbird,1,40,N,,,,Unburnt 60m NE
GG-BR-01,21/12/2020,6:01,153.33192,-28.574153,NA,Gibbergunya Range Road,Rainforest,Burnt,Eastern Whipbird,1,30,SE,,,,Unburnt 60m NE
GG-BR-01,21/12/2020,6:01,153.33192,-28.574153,NA,Gibbergunya Range Road,Rainforest,Burnt,Eastern Yellow Robin,1,10,NW,,Midstorey,,Unburnt 60m NE
GG-BR-01,21/12/2020,6:01,153.33192,-28.574153,NA,Gibbergunya Range Road,Rainforest,Burnt,Golden Whistler,1,10,N,,Midstorey,,Unburnt 60m NE
GG-BR-01,21/12/2020,6:01,153.33192,-28.574153,NA,Gibbergunya Range Road,Rainforest,Burnt,Grey Fantail,1,10,W,,Midstorey,,Unburnt 60m NE
GG-BR-01,21/12/2020,6:01,153.33192,-28.574153,NA,Gibbergunya Range Road,Rainforest,Burnt,Large-billed Scrubwren,6,10,N,,Canopy,,Unburnt 60m NE
GG-BR-01,21/12/2020,6:01,153.33192,-28.574153,NA,Gibbergunya Range Road,Rainforest,Burnt,Lewin's Honeyeater,1,40,E,,,,Unburnt 60m NE
GG-BR-01,21/12/2020,6:01,153.33192,-28.574153,NA,Gibbergunya Range Road,Rainforest,Burnt,Lewin's Honeyeater,1,40,N,6:09,Canopy,,Unburnt 60m NE
GG-BR-01,21/12/2020,6:01,153.33192,-28.574153,NA,Gibbergunya Range Road,Rainforest,Burnt,Australian Logrunner,1,40,SW,6:01,,,Unburnt 60m NE
GG-BR-01,21/12/2020,6:01,153.33192,-28.574153,NA,Gibbergunya Range Road,Rainforest,Burnt,Pied Currawong,1,50,N,,,,Unburnt 60m NE
GG-BR-01,21/12/2020,6:01,153.33192,-28.574153,NA,Gibbergunya Range Road,Rainforest,Burnt,Rufous Fantail,1,60,SW,,,,Unburnt 60m NE
GG-BR-01,21/12/2020,6:01,153.33192,-28.574153,NA,Gibbergunya Range Road,Rainforest,Burnt,White-throated Needletail,1,10,S,,Flyover,,Unburnt 60m NE
GG-BR-01,21/12/2020,6:01,153.33192,-28.574153,NA,Gibbergunya Range Road,Rainforest,Burnt,White-throated Treecreeper,1,50,E,,,,Unburnt 60m NE
GG-BR-01,21/12/2020,6:01,153.33192,-28.574153,NA,Gibbergunya Range Road,Rainforest,Burnt,Wompoo Fruit-Dove,1,50,N,,,,Unburnt 60m NE
GG-BR-01,21/12/2020,6:01,153.33192,-28.574153,NA,Gibbergunya Range Road,Rainforest,Burnt,Wonga Pigeon,1,100,NE,,,,Unburnt 60m NE
GG-BR-01,21/12/2020,6:01,153.33192,-28.574153,NA,Gibbergunya Range Road,Rainforest,Burnt,Yellow-throated Scrubwren,1,50,SW,6:07,,,Unburnt 60m NE
GG-BR-02,21/12/2020,6:41,153.331637,-28.576159,648.606,Gibbergunya Range Road,Rainforest,Burnt,Red-browed Finch,1,,,,,Out of Survey,Loud Cicadas
GG-BR-02,21/12/2020,6:41,153.331637,-28.576159,648.606,Gibbergunya Range Road,Rainforest,Burnt,Yellow-throated Scrubwren,1,,,,,Out of Survey,Loud Cicadas
GG-BR-02,21/12/2020,6:41,153.331637,-28.576159,648.606,Gibbergunya Range Road,Rainforest,Burnt,Brown Cuckoo-Dove,2,80,NW,,,,Loud Cicadas
GG-BR-02,21/12/2020,6:41,153.331637,-28.576159,648.606,Gibbergunya Range Road,Rainforest,Burnt,Brown Cuckoo-Dove,1,10,N,,Flyover,,Loud Cicadas
GG-BR-02,21/12/2020,6:41,153.331637,-28.576159,648.606,Gibbergunya Range Road,Rainforest,Burnt,Brown Gerygone,1,20,NW,,Canopy,,Loud Cicadas
GG-BR-02,21/12/2020,6:41,153.331637,-28.576159,648.606,Gibbergunya Range Road,Rainforest,Burnt,Eastern Whipbird,1,60,NW,,,,Loud Cicadas
GG-BR-02,21/12/2020,6:41,153.331637,-28.576159,648.606,Gibbergunya Range Road,Rainforest,Burnt,Grey Shrike-thrush,1,50,W,,,,Loud Cicadas
GG-BR-02,21/12/2020,6:41,153.331637,-28.576159,648.606,Gibbergunya Range Road,Rainforest,Burnt,Lewin's Honeyeater,1,10,W,6:41,Canopy,,Loud Cicadas
GG-BR-03,22/12/2020,6:12,153.330889,-28.578052,614.213,Gibbergunya Range Road,Rainforest,Burnt,White-throated Treecreeper,2,40,S,,,Out of Survey,Strong winds
GG-BR-03,22/12/2020,6:12,153.330889,-28.578052,614.213,Gibbergunya Range Road,Rainforest,Burnt,Brown Cuckoo-Dove,1,100,NE,,,,Strong winds
GG-BR-03,22/12/2020,6:12,153.330889,-28.578052,614.213,Gibbergunya Range Road,Rainforest,Burnt,Brown Gerygone,2,10,N,,,,Strong winds
GG-BR-03,22/12/2020,6:12,153.330889,-28.578052,614.213,Gibbergunya Range Road,Rainforest,Burnt,Grey Fantail,2,30,W,6:12,,,Strong winds
