,X1,Site,Bearing,Point,Litter.Cover,Litter.Depth.OG,Litter.Depth,Undergrowth,Growth..2m,Canopy.Cover,Notes,Recorder,Treatment,Longitude,Latitude,Elevation,Location,Formation,Fire
372,465,BR-BR-01,North,20,100,24,19,,7.3,90,,,RainforestBurnt,152.716827,-28.350157,537.361,Border Ranges,Rainforest,Burnt
373,467,BR-BR-01,North,30,60,54,49,19,0.6,90,Rocks,,RainforestBurnt,152.716827,-28.350157,537.361,Border Ranges,Rainforest,Burnt
374,469,BR-BR-01,North,40,90,42,37,,2.3,90,Rocks,,RainforestBurnt,152.716827,-28.350157,537.361,Border Ranges,Rainforest,Burnt
375,471,BR-BR-01,North,50,20,11,6,,2.4,70,Rocks,,RainforestBurnt,152.716827,-28.350157,537.361,Border Ranges,Rainforest,Burnt
376,473,BR-BR-01,East,10,40,28,23,"27, 53, 66, 83",7.2,70,,,RainforestBurnt,152.716827,-28.350157,537.361,Border Ranges,Rainforest,Burnt
377,475,BR-BR-01,East,20,20,48,43,"4, 27",7.9,50,Rocks,,RainforestBurnt,152.716827,-28.350157,537.361,Border Ranges,Rainforest,Burnt
378,477,BR-BR-01,East,30,20,81,76,,6.1,70,Rocks,,RainforestBurnt,152.716827,-28.350157,537.361,Border Ranges,Rainforest,Burnt
379,479,BR-BR-01,East,40,10,85,80,100,2.8,60,Rocks,,RainforestBurnt,152.716827,-28.350157,537.361,Border Ranges,Rainforest,Burnt
380,481,BR-BR-01,East,50,40,35,30,,1.5,50,Rocks,,RainforestBurnt,152.716827,-28.350157,537.361,Border Ranges,Rainforest,Burnt
381,483,BR-BR-01,South,10,70,57,52,"82, 106, 148",11.8,60,,,RainforestBurnt,152.716827,-28.350157,537.361,Border Ranges,Rainforest,Burnt
382,485,BR-BR-01,South,20,90,32,27,,8.5,90,,,RainforestBurnt,152.716827,-28.350157,537.361,Border Ranges,Rainforest,Burnt
383,487,BR-BR-01,South,30,90,29,24,,10,80,,,RainforestBurnt,152.716827,-28.350157,537.361,Border Ranges,Rainforest,Burnt
384,489,BR-BR-01,South,40,100,45,40,"18, 36, 56, 69",1,80,,,RainforestBurnt,152.716827,-28.350157,537.361,Border Ranges,Rainforest,Burnt
385,491,BR-BR-01,South,50,90,46,41,"19, 185",2.8,80,,,RainforestBurnt,152.716827,-28.350157,537.361,Border Ranges,Rainforest,Burnt
386,493,BR-BR-01,West,10,100,44,39,1,4.1,90,,,RainforestBurnt,152.716827,-28.350157,537.361,Border Ranges,Rainforest,Burnt
387,495,BR-BR-01,West,20,90,22,17,,0.2,70,,,RainforestBurnt,152.716827,-28.350157,537.361,Border Ranges,Rainforest,Burnt
388,497,BR-BR-01,West,30,100,17,12,,2.8,80,,,RainforestBurnt,152.716827,-28.350157,537.361,Border Ranges,Rainforest,Burnt
389,499,BR-BR-01,West,40,90,21,16,,3.7,70,,,RainforestBurnt,152.716827,-28.350157,537.361,Border Ranges,Rainforest,Burnt
390,501,BR-BR-01,West,50,100,27,22,"12, 45",4.1,80,,,RainforestBurnt,152.716827,-28.350157,537.361,Border Ranges,Rainforest,Burnt
391,503,BR-UR-01,North,10,90,42,37,,10.3,30,Rocks,,RainforestUnburnt,152.716339,-28.349344,560.23,Border Ranges,Rainforest,Unburnt
392,505,BR-UR-01,North,20,30,16,11,,2.7,90,Rocks,,RainforestUnburnt,152.716339,-28.349344,560.23,Border Ranges,Rainforest,Unburnt
393,507,BR-UR-01,North,30,30,22,17,,2,70,Rocks,,RainforestUnburnt,152.716339,-28.349344,560.23,Border Ranges,Rainforest,Unburnt
394,509,BR-UR-01,North,40,20,44,39,,3.4,40,"Rocks, Burnt",,RainforestUnburnt,152.716339,-28.349344,560.23,Border Ranges,Rainforest,Unburnt
395,511,BR-UR-01,North,50,30,24,19,,30.9,50,"Rocks, Burnt",,RainforestUnburnt,152.716339,-28.349344,560.23,Border Ranges,Rainforest,Unburnt
396,513,BR-UR-01,East,10,80,28,23,"10, 20",7,50,Rocks,,RainforestUnburnt,152.716339,-28.349344,560.23,Border Ranges,Rainforest,Unburnt
397,515,BR-UR-01,East,20,60,32,27,,0.6,90,Rocks,,RainforestUnburnt,152.716339,-28.349344,560.23,Border Ranges,Rainforest,Unburnt
398,517,BR-UR-01,East,30,80,27,22,,10.8,90,Rocks,,RainforestUnburnt,152.716339,-28.349344,560.23,Border Ranges,Rainforest,Unburnt
399,519,BR-UR-01,East,40,30,10,5,"13, 181, 195",1.9,90,Rocks,,RainforestUnburnt,152.716339,-28.349344,560.23,Border Ranges,Rainforest,Unburnt
400,521,BR-UR-01,East,50,80,30,25,"17, 20, 180, 187",0.9,90,Rocks,,RainforestUnburnt,152.716339,-28.349344,560.23,Border Ranges,Rainforest,Unburnt
401,523,BR-UR-01,South,10,100,54,49,"87, 96",2.5,90,,,RainforestUnburnt,152.716339,-28.349344,560.23,Border Ranges,Rainforest,Unburnt
402,525,BR-UR-01,South,20,100,47,42,"64, 68, 142",0.2,50,,,RainforestUnburnt,152.716339,-28.349344,560.23,Border Ranges,Rainforest,Unburnt
403,527,BR-UR-01,South,30,90,31,26,190,1.3,80,,,RainforestUnburnt,152.716339,-28.349344,560.23,Border Ranges,Rainforest,Unburnt
404,529,BR-UR-01,South,40,100,31,26,"54, 106, 127, 189",0.6,100,,,RainforestUnburnt,152.716339,-28.349344,560.23,Border Ranges,Rainforest,Unburnt
405,531,BR-UR-01,South,50,90,17,12,,1.5,80,,,RainforestUnburnt,152.716339,-28.349344,560.23,Border Ranges,Rainforest,Unburnt
406,533,BR-UR-01,West,10,100,20,15,90,3.9,70,,,RainforestUnburnt,152.716339,-28.349344,560.23,Border Ranges,Rainforest,Unburnt
407,535,BR-UR-01,West,20,90,25,20,,2.5,70,,,RainforestUnburnt,152.716339,-28.349344,560.23,Border Ranges,Rainforest,Unburnt
408,537,BR-UR-01,West,30,80,74,69,,14.2,80,Rocks,,RainforestUnburnt,152.716339,-28.349344,560.23,Border Ranges,Rainforest,Unburnt
409,539,BR-UR-01,West,40,90,32,27,37,3.9,90,,,RainforestUnburnt,152.716339,-28.349344,560.23,Border Ranges,Rainforest,Unburnt
410,541,BR-UR-01,West,50,60,66,61,,18.8,80,,,RainforestUnburnt,152.716339,-28.349344,560.23,Border Ranges,Rainforest,Unburnt
411,543,BR-BR-02,North,10,100,64,59,"60, 76, 77, 99",11.9,30,,,RainforestBurnt,152.711953,-28.344048,544.357,Border Ranges,Rainforest,Burnt
412,545,BR-BR-02,North,20,80,22,17,"40, 72",8,40,,,RainforestBurnt,152.711953,-28.344048,544.357,Border Ranges,Rainforest,Burnt
413,547,BR-BR-02,North,30,30,20,15,,10.7,60,,,RainforestBurnt,152.711953,-28.344048,544.357,Border Ranges,Rainforest,Burnt
414,549,BR-BR-02,North,40,100,21,16,,3.8,80,Rocks,,RainforestBurnt,152.711953,-28.344048,544.357,Border Ranges,Rainforest,Burnt
415,551,BR-BR-02,North,50,90,44,39,,5.8,70,,,RainforestBurnt,152.711953,-28.344048,544.357,Border Ranges,Rainforest,Burnt
416,553,BR-BR-02,East,10,10,14,9,,1.9,60,,,RainforestBurnt,152.711953,-28.344048,544.357,Border Ranges,Rainforest,Burnt
417,555,BR-BR-02,East,20,20,36,31,"137, 146",2,60,,,RainforestBurnt,152.711953,-28.344048,544.357,Border Ranges,Rainforest,Burnt
418,557,BR-BR-02,East,30,80,32,27,,10.5,70,,,RainforestBurnt,152.711953,-28.344048,544.357,Border Ranges,Rainforest,Burnt
419,559,BR-BR-02,East,40,20,32,27,124,30.2,90,,,RainforestBurnt,152.711953,-28.344048,544.357,Border Ranges,Rainforest,Burnt
420,561,BR-BR-02,East,50,100,37,32,,2.3,30,,,RainforestBurnt,152.711953,-28.344048,544.357,Border Ranges,Rainforest,Burnt
421,563,BR-BR-02,South,10,90,36,31,"3, 15, 16, 177, 198",4.4,60,,,RainforestBurnt,152.711953,-28.344048,544.357,Border Ranges,Rainforest,Burnt
422,565,BR-BR-02,South,20,100,29,24,"58, 82, 95, 102",23.7,10,Fallen Tree,,RainforestBurnt,152.711953,-28.344048,544.357,Border Ranges,Rainforest,Burnt
423,567,BR-BR-02,South,30,60,17,12,"1, 13, 45, 54, 63, 78, 100",24.5,0,Fallen Tree,,RainforestBurnt,152.711953,-28.344048,544.357,Border Ranges,Rainforest,Burnt
424,569,BR-BR-02,South,40,100,19,14,"15, 26, 28, 84, 109",6.2,50,,,RainforestBurnt,152.711953,-28.344048,544.357,Border Ranges,Rainforest,Burnt
425,571,BR-BR-02,South,50,100,48,43,"25, 62, 67, 78, 122, 140, 183",10.7,60,,,RainforestBurnt,152.711953,-28.344048,544.357,Border Ranges,Rainforest,Burnt
426,573,BR-BR-02,West,10,90,49,44,,11.5,80,,,RainforestBurnt,152.711953,-28.344048,544.357,Border Ranges,Rainforest,Burnt
427,575,BR-BR-02,West,20,90,21,16,110,7.6,90,,,RainforestBurnt,152.711953,-28.344048,544.357,Border Ranges,Rainforest,Burnt
428,577,BR-BR-02,West,30,100,38,33,4,0.7,80,,,RainforestBurnt,152.711953,-28.344048,544.357,Border Ranges,Rainforest,Burnt
429,579,BR-BR-02,West,40,90,36,31,,5.8,50,,,RainforestBurnt,152.711953,-28.344048,544.357,Border Ranges,Rainforest,Burnt
430,581,BR-BR-02,West,50,100,44,39,"8, 29, 52",9.9,10,,,RainforestBurnt,152.711953,-28.344048,544.357,Border Ranges,Rainforest,Burnt
431,583,BR-UR-02,North,10,100,55,50,"143, 149, 152",7.5,90,,,RainforestUnburnt,152.712416,-28.346926,533.221,Border Ranges,Rainforest,Unburnt
432,585,BR-UR-02,North,20,100,55,50,"104, 106, 109, 112, 118",0.2,50,,,RainforestUnburnt,152.712416,-28.346926,533.221,Border Ranges,Rainforest,Unburnt
433,587,BR-UR-02,North,30,100,53,48,"40, 81",0.2,90,,,RainforestUnburnt,152.712416,-28.346926,533.221,Border Ranges,Rainforest,Unburnt
434,589,BR-UR-02,North,40,100,34,29,"14, 17, 37",7.4,60,,,RainforestUnburnt,152.712416,-28.346926,533.221,Border Ranges,Rainforest,Unburnt
435,591,BR-UR-02,North,50,100,32,27,,7.6,80,,,RainforestUnburnt,152.712416,-28.346926,533.221,Border Ranges,Rainforest,Unburnt
436,593,BR-UR-02,East,10,100,41,36,"57, 155, 160",0.2,100,,,RainforestUnburnt,152.712416,-28.346926,533.221,Border Ranges,Rainforest,Unburnt
437,595,BR-UR-02,East,20,90,50,45,80,3.1,80,,,RainforestUnburnt,152.712416,-28.346926,533.221,Border Ranges,Rainforest,Unburnt
438,597,BR-UR-02,East,30,100,36,31,126,0.9,90,,,RainforestUnburnt,152.712416,-28.346926,533.221,Border Ranges,Rainforest,Unburnt
439,599,BR-UR-02,East,40,100,80,75,"78, 148, 173, 190",0.2,90,,,RainforestUnburnt,152.712416,-28.346926,533.221,Border Ranges,Rainforest,Unburnt
440,601,BR-UR-02,East,50,100,77,72,150,0.2,90,,,RainforestUnburnt,152.712416,-28.346926,533.221,Border Ranges,Rainforest,Unburnt
441,603,BR-UR-02,South,10,100,29,24,,8.8,80,,,RainforestUnburnt,152.712416,-28.346926,533.221,Border Ranges,Rainforest,Unburnt
442,605,BR-UR-02,South,20,100,20,15,,0.2,90,,,RainforestUnburnt,152.712416,-28.346926,533.221,Border Ranges,Rainforest,Unburnt
443,607,BR-UR-02,South,30,100,36,31,,3,90,,,RainforestUnburnt,152.712416,-28.346926,533.221,Border Ranges,Rainforest,Unburnt
444,609,BR-UR-02,South,40,100,37,32,137,3.7,90,,,RainforestUnburnt,152.712416,-28.346926,533.221,Border Ranges,Rainforest,Unburnt
445,611,BR-UR-02,South,50,100,29,24,,10,90,,,RainforestUnburnt,152.712416,-28.346926,533.221,Border Ranges,Rainforest,Unburnt
446,613,BR-UR-02,West,10,100,42,37,"188, 191, 195",0.2,90,,,RainforestUnburnt,152.712416,-28.346926,533.221,Border Ranges,Rainforest,Unburnt
447,615,BR-UR-02,West,20,100,40,35,,1.4,90,,,RainforestUnburnt,152.712416,-28.346926,533.221,Border Ranges,Rainforest,Unburnt
448,617,BR-UR-02,West,30,80,16,11,,9.5,60,Burnt,,RainforestUnburnt,152.712416,-28.346926,533.221,Border Ranges,Rainforest,Unburnt
449,619,BR-UR-02,West,40,90,29,24,,6.8,80,Burnt,,RainforestUnburnt,152.712416,-28.346926,533.221,Border Ranges,Rainforest,Unburnt
450,621,BR-UR-02,West,50,100,50,45,,12.1,70,Burnt,,RainforestUnburnt,152.712416,-28.346926,533.221,Border Ranges,Rainforest,Unburnt
451,623,BR-BR-03,North,10,90,23,18,"17, 20, 26, 34",8.5,70,,BP,RainforestBurnt,152.712833,-28.345416,545.487,Border Ranges,Rainforest,Burnt
452,625,BR-BR-03,North,20,80,19,14,"1, 3, 14, 21, 26, 39",12.8,20,,BP,RainforestBurnt,152.712833,-28.345416,545.487,Border Ranges,Rainforest,Burnt
453,627,BR-BR-03,North,30,30,27,22,"11, 26",5.2,60,Log,BP,RainforestBurnt,152.712833,-28.345416,545.487,Border Ranges,Rainforest,Burnt
454,629,BR-BR-03,North,40,80,26,21,"51, 59",25.1,40,Rocks,BP,RainforestBurnt,152.712833,-28.345416,545.487,Border Ranges,Rainforest,Burnt
455,631,BR-BR-03,North,50,100,43,38,"5, 21, 79, 101",10.8,80,Rocks,BP,RainforestBurnt,152.712833,-28.345416,545.487,Border Ranges,Rainforest,Burnt
456,633,BR-BR-03,East,10,80,29,24,,9.8,90,,BP,RainforestBurnt,152.712833,-28.345416,545.487,Border Ranges,Rainforest,Burnt
457,635,BR-BR-03,East,20,70,22,17,,4.5,90,Rocks,BP,RainforestBurnt,152.712833,-28.345416,545.487,Border Ranges,Rainforest,Burnt
458,637,BR-BR-03,East,30,90,42,37,,4.4,80,Rocks,BP,RainforestBurnt,152.712833,-28.345416,545.487,Border Ranges,Rainforest,Burnt
459,639,BR-BR-03,East,40,80,59,54,,5.8,80,Rocks,BP,RainforestBurnt,152.712833,-28.345416,545.487,Border Ranges,Rainforest,Burnt
460,641,BR-BR-03,East,50,90,46,41,,5,90,Rocks,BP,RainforestBurnt,152.712833,-28.345416,545.487,Border Ranges,Rainforest,Burnt
461,643,BR-BR-03,South,10,90,50,45,,7.7,90,,BP,RainforestBurnt,152.712833,-28.345416,545.487,Border Ranges,Rainforest,Burnt
462,645,BR-BR-03,South,20,30,30,25,,22.7,30,Fallen Tree,BP,RainforestBurnt,152.712833,-28.345416,545.487,Border Ranges,Rainforest,Burnt
463,647,BR-BR-03,South,30,100,18,13,7,13.6,70,,BP,RainforestBurnt,152.712833,-28.345416,545.487,Border Ranges,Rainforest,Burnt
464,649,BR-BR-03,South,40,80,19,14,,8.1,60,,BP,RainforestBurnt,152.712833,-28.345416,545.487,Border Ranges,Rainforest,Burnt
465,651,BR-BR-03,South,50,100,36,31,,6.7,40,,BP,RainforestBurnt,152.712833,-28.345416,545.487,Border Ranges,Rainforest,Burnt
466,653,BR-BR-03,West,10,100,14,9,,8.8,80,,BP,RainforestBurnt,152.712833,-28.345416,545.487,Border Ranges,Rainforest,Burnt
467,655,BR-BR-03,West,20,60,28,23,,17.9,70,,BP,RainforestBurnt,152.712833,-28.345416,545.487,Border Ranges,Rainforest,Burnt
468,657,BR-BR-03,West,30,100,21,16,,13.8,70,,BP,RainforestBurnt,152.712833,-28.345416,545.487,Border Ranges,Rainforest,Burnt
469,659,BR-BR-03,West,40,100,30,25,,2.7,90,,BP,RainforestBurnt,152.712833,-28.345416,545.487,Border Ranges,Rainforest,Burnt
470,661,BR-BR-03,West,50,100,35,30,"9, 10",0.2,60,,BP,RainforestBurnt,152.712833,-28.345416,545.487,Border Ranges,Rainforest,Burnt
471,663,BR-UR-03,North,10,90,44,39,,0.2,90,,BP,RainforestUnburnt,152.71413,-28.347336,544.621,Border Ranges,Rainforest,Unburnt
472,665,BR-UR-03,North,20,70,19,14,"161, 167, 170, 174",7,90,,BP,RainforestUnburnt,152.71413,-28.347336,544.621,Border Ranges,Rainforest,Unburnt
473,667,BR-UR-03,North,30,70,21,16,14,0.2,90,,BP,RainforestUnburnt,152.71413,-28.347336,544.621,Border Ranges,Rainforest,Unburnt
474,669,BR-UR-03,North,40,90,38,33,197,0.2,90,,BP,RainforestUnburnt,152.71413,-28.347336,544.621,Border Ranges,Rainforest,Unburnt
475,671,BR-UR-03,North,50,90,13,8,99,2,80,,BP,RainforestUnburnt,152.71413,-28.347336,544.621,Border Ranges,Rainforest,Unburnt
476,673,BR-UR-03,East,10,100,44,39,142,0.2,100,,BP,RainforestUnburnt,152.71413,-28.347336,544.621,Border Ranges,Rainforest,Unburnt
477,675,BR-UR-03,East,20,90,56,51,"140, 147, 167",5,90,,BP,RainforestUnburnt,152.71413,-28.347336,544.621,Border Ranges,Rainforest,Unburnt
478,677,BR-UR-03,East,30,100,42,37,,13.2,90,,BP,RainforestUnburnt,152.71413,-28.347336,544.621,Border Ranges,Rainforest,Unburnt
479,679,BR-UR-03,East,40,100,39,34,42,11.8,40,"Rocks, Burnt",BP,RainforestUnburnt,152.71413,-28.347336,544.621,Border Ranges,Rainforest,Unburnt
480,681,BR-UR-03,East,50,40,48,43,"1, 24, 39, 100",24.8,60,"Rocks, Burnt",BP,RainforestUnburnt,152.71413,-28.347336,544.621,Border Ranges,Rainforest,Unburnt
481,683,BR-UR-03,South,10,90,20,15,,6.5,100,,BP,RainforestUnburnt,152.71413,-28.347336,544.621,Border Ranges,Rainforest,Unburnt
482,685,BR-UR-03,South,20,100,34,29,73,15.6,80,,BP,RainforestUnburnt,152.71413,-28.347336,544.621,Border Ranges,Rainforest,Unburnt
483,687,BR-UR-03,South,30,90,74,69,,5.1,100,,BP,RainforestUnburnt,152.71413,-28.347336,544.621,Border Ranges,Rainforest,Unburnt
484,689,BR-UR-03,South,40,80,56,51,"23, 152, 156",0.2,90,,BP,RainforestUnburnt,152.71413,-28.347336,544.621,Border Ranges,Rainforest,Unburnt
485,691,BR-UR-03,South,50,40,32,27,,7.1,90,Rocks,BP,RainforestUnburnt,152.71413,-28.347336,544.621,Border Ranges,Rainforest,Unburnt
486,693,BR-UR-03,West,10,90,29,24,"15, 188, 200",12.8,100,,BP,RainforestUnburnt,152.71413,-28.347336,544.621,Border Ranges,Rainforest,Unburnt
487,695,BR-UR-03,West,20,100,22,17,"55, 183, 199",0.2,100,,BP,RainforestUnburnt,152.71413,-28.347336,544.621,Border Ranges,Rainforest,Unburnt
488,697,BR-UR-03,West,30,100,35,30,,1.1,90,,BP,RainforestUnburnt,152.71413,-28.347336,544.621,Border Ranges,Rainforest,Unburnt
489,699,BR-UR-03,West,40,100,46,41,"184, 191",1,100,,BP,RainforestUnburnt,152.71413,-28.347336,544.621,Border Ranges,Rainforest,Unburnt
490,701,BR-UR-03,West,50,80,63,58,"42, 57, 102, 153, 197",0.2,100,,BP,RainforestUnburnt,152.71413,-28.347336,544.621,Border Ranges,Rainforest,Unburnt
491,703,BR-BR-04,North,10,100,46,41,,10.1,80,,,RainforestBurnt,152.755279,-28.371405,554.274,Border Ranges,Rainforest,Burnt
492,705,BR-BR-04,North,20,90,17,12,,6.5,90,,,RainforestBurnt,152.755279,-28.371405,554.274,Border Ranges,Rainforest,Burnt
493,707,BR-BR-04,North,30,100,42,37,,1.6,90,,,RainforestBurnt,152.755279,-28.371405,554.274,Border Ranges,Rainforest,Burnt
494,709,BR-BR-04,North,40,100,21,16,"177, 183",5.3,90,,,RainforestBurnt,152.755279,-28.371405,554.274,Border Ranges,Rainforest,Burnt
495,711,BR-BR-04,North,50,80,34,29,193,3.2,70,,,RainforestBurnt,152.755279,-28.371405,554.274,Border Ranges,Rainforest,Burnt
496,713,BR-BR-04,East,10,20,27,22,,4.7,70,,,RainforestBurnt,152.755279,-28.371405,554.274,Border Ranges,Rainforest,Burnt
497,715,BR-BR-04,East,20,20,18,13,"92, 95",0.2,90,,,RainforestBurnt,152.755279,-28.371405,554.274,Border Ranges,Rainforest,Burnt
498,717,BR-BR-04,East,30,90,25,20,,17.1,60,,,RainforestBurnt,152.755279,-28.371405,554.274,Border Ranges,Rainforest,Burnt
499,719,BR-BR-04,East,40,90,17,12,145,0.9,80,,,RainforestBurnt,152.755279,-28.371405,554.274,Border Ranges,Rainforest,Burnt
500,721,BR-BR-04,East,50,100,43,38,11,3,90,,,RainforestBurnt,152.755279,-28.371405,554.274,Border Ranges,Rainforest,Burnt
501,723,BR-BR-04,South,10,100,28,23,"44, 73, 76, 84, 86, 93",6.9,60,,,RainforestBurnt,152.755279,-28.371405,554.274,Border Ranges,Rainforest,Burnt
502,725,BR-BR-04,South,20,100,46,41,"20, 27",0.2,50,,,RainforestBurnt,152.755279,-28.371405,554.274,Border Ranges,Rainforest,Burnt
503,727,BR-BR-04,South,30,100,25,20,,1.7,80,,,RainforestBurnt,152.755279,-28.371405,554.274,Border Ranges,Rainforest,Burnt
504,729,BR-BR-04,South,40,20,14,9,,29,40,,,RainforestBurnt,152.755279,-28.371405,554.274,Border Ranges,Rainforest,Burnt
505,731,BR-BR-04,South,50,90,19,14,"27, 50",21.5,30,,,RainforestBurnt,152.755279,-28.371405,554.274,Border Ranges,Rainforest,Burnt
506,733,BR-BR-04,West,10,80,42,37,196,11.8,80,,,RainforestBurnt,152.755279,-28.371405,554.274,Border Ranges,Rainforest,Burnt
507,735,BR-BR-04,West,20,100,35,30,198,0.8,90,,,RainforestBurnt,152.755279,-28.371405,554.274,Border Ranges,Rainforest,Burnt
508,737,BR-BR-04,West,30,100,15,10,112,1.7,90,,,RainforestBurnt,152.755279,-28.371405,554.274,Border Ranges,Rainforest,Burnt
509,739,BR-BR-04,West,40,60,13,8,128,11.7,80,,,RainforestBurnt,152.755279,-28.371405,554.274,Border Ranges,Rainforest,Burnt
510,741,BR-BR-04,West,50,90,19,14,22,1.1,90,,,RainforestBurnt,152.755279,-28.371405,554.274,Border Ranges,Rainforest,Burnt
511,743,BR-UR-04,North,10,90,73,68,,2.6,90,,,RainforestUnburnt,152.755609,-28.370067,552.196,Border Ranges,Rainforest,Unburnt
512,745,BR-UR-04,North,20,80,25,20,"47, 48, 84, 126",0.2,80,,,RainforestUnburnt,152.755609,-28.370067,552.196,Border Ranges,Rainforest,Unburnt
513,747,BR-UR-04,North,30,20,47,42,,15.1,50,Fallen Tree,,RainforestUnburnt,152.755609,-28.370067,552.196,Border Ranges,Rainforest,Unburnt
514,749,BR-UR-04,North,40,90,20,15,"115, 121, 162, 191",11.7,20,Fallen Tree,,RainforestUnburnt,152.755609,-28.370067,552.196,Border Ranges,Rainforest,Unburnt
515,751,BR-UR-04,North,50,90,32,27,,12.3,90,,,RainforestUnburnt,152.755609,-28.370067,552.196,Border Ranges,Rainforest,Unburnt
516,753,BR-UR-04,East,10,80,20,15,30,2.2,70,,,RainforestUnburnt,152.755609,-28.370067,552.196,Border Ranges,Rainforest,Unburnt
517,755,BR-UR-04,East,20,80,14,9,,12.8,80,,,RainforestUnburnt,152.755609,-28.370067,552.196,Border Ranges,Rainforest,Unburnt
518,757,BR-UR-04,East,30,20,82,77,,3.9,90,Rocks,,RainforestUnburnt,152.755609,-28.370067,552.196,Border Ranges,Rainforest,Unburnt
519,759,BR-UR-04,East,40,100,210,205,,22,60,,,RainforestUnburnt,152.755609,-28.370067,552.196,Border Ranges,Rainforest,Unburnt
520,761,BR-UR-04,East,50,80,20,15,,0.2,90,,,RainforestUnburnt,152.755609,-28.370067,552.196,Border Ranges,Rainforest,Unburnt
521,763,BR-UR-04,South,10,90,20,15,,0.2,90,,,RainforestUnburnt,152.755609,-28.370067,552.196,Border Ranges,Rainforest,Unburnt
522,765,BR-UR-04,South,20,100,50,45,"63, 118",0.2,100,,,RainforestUnburnt,152.755609,-28.370067,552.196,Border Ranges,Rainforest,Unburnt
523,767,BR-UR-04,South,30,10,46,41,"167, 193",0.2,90,,,RainforestUnburnt,152.755609,-28.370067,552.196,Border Ranges,Rainforest,Unburnt
524,769,BR-UR-04,South,40,100,53,48,,0.2,80,,,RainforestUnburnt,152.755609,-28.370067,552.196,Border Ranges,Rainforest,Unburnt
525,771,BR-UR-04,South,50,90,32,27,,5.7,80,,,RainforestUnburnt,152.755609,-28.370067,552.196,Border Ranges,Rainforest,Unburnt
526,773,BR-UR-04,West,10,60,18,13,,5.2,90,,,RainforestUnburnt,152.755609,-28.370067,552.196,Border Ranges,Rainforest,Unburnt
527,775,BR-UR-04,West,20,30,21,16,,0.2,90,,,RainforestUnburnt,152.755609,-28.370067,552.196,Border Ranges,Rainforest,Unburnt
528,777,BR-UR-04,West,30,70,30,25,122,0.2,90,,,RainforestUnburnt,152.755609,-28.370067,552.196,Border Ranges,Rainforest,Unburnt
529,779,BR-UR-04,West,40,100,32,27,23,5.1,90,,,RainforestUnburnt,152.755609,-28.370067,552.196,Border Ranges,Rainforest,Unburnt
530,781,BR-UR-04,West,50,90,25,20,95,1.3,80,,,RainforestUnburnt,152.755609,-28.370067,552.196,Border Ranges,Rainforest,Unburnt
531,783,BR-BR-05,North,10,100,42,37,,10.4,90,,BP,RainforestBurnt,152.756364,-28.372234,552.432,Border Ranges,Rainforest,Burnt
532,785,BR-BR-05,North,20,100,29,24,,0.2,90,,BP,RainforestBurnt,152.756364,-28.372234,552.432,Border Ranges,Rainforest,Burnt
533,787,BR-BR-05,North,30,80,15,10,,7,90,,BP,RainforestBurnt,152.756364,-28.372234,552.432,Border Ranges,Rainforest,Burnt
534,789,BR-BR-05,North,40,100,29,24,,0.2,90,,BP,RainforestBurnt,152.756364,-28.372234,552.432,Border Ranges,Rainforest,Burnt
535,791,BR-BR-05,North,50,90,54,49,"57, 66, 164",0.2,90,,BP,RainforestBurnt,152.756364,-28.372234,552.432,Border Ranges,Rainforest,Burnt
536,793,BR-BR-05,East,10,100,13,8,"7, 13, 20",27.8,40,,BP,RainforestBurnt,152.756364,-28.372234,552.432,Border Ranges,Rainforest,Burnt
537,795,BR-BR-05,East,20,90,29,24,10,9.5,50,,BP,RainforestBurnt,152.756364,-28.372234,552.432,Border Ranges,Rainforest,Burnt
538,797,BR-BR-05,East,30,100,25,20,"2, 6",8.9,60,,BP,RainforestBurnt,152.756364,-28.372234,552.432,Border Ranges,Rainforest,Burnt
539,799,BR-BR-05,East,40,100,21,16,"32, 44",19.2,80,,BP,RainforestBurnt,152.756364,-28.372234,552.432,Border Ranges,Rainforest,Burnt
540,801,BR-BR-05,East,50,100,27,22,"5, 15, 27",14.6,40,,BP,RainforestBurnt,152.756364,-28.372234,552.432,Border Ranges,Rainforest,Burnt
541,803,BR-BR-05,South,10,100,31,26,53,10.5,90,,BP,RainforestBurnt,152.756364,-28.372234,552.432,Border Ranges,Rainforest,Burnt
542,805,BR-BR-05,South,20,100,29,24,32,7.5,90,,BP,RainforestBurnt,152.756364,-28.372234,552.432,Border Ranges,Rainforest,Burnt
543,807,BR-BR-05,South,30,40,16,11,,13.9,60,,BP,RainforestBurnt,152.756364,-28.372234,552.432,Border Ranges,Rainforest,Burnt
544,809,BR-BR-05,South,40,100,26,21,42,2.8,80,,BP,RainforestBurnt,152.756364,-28.372234,552.432,Border Ranges,Rainforest,Burnt
545,811,BR-BR-05,South,50,50,5,0,,3.3,80,,BP,RainforestBurnt,152.756364,-28.372234,552.432,Border Ranges,Rainforest,Burnt
546,813,BR-BR-05,West,10,40,46,41,11,27.9,50,,BP,RainforestBurnt,152.756364,-28.372234,552.432,Border Ranges,Rainforest,Burnt
547,815,BR-BR-05,West,20,100,24,19,18,30.8,20,,BP,RainforestBurnt,152.756364,-28.372234,552.432,Border Ranges,Rainforest,Burnt
548,817,BR-BR-05,West,30,40,61,56,,9.8,10,,BP,RainforestBurnt,152.756364,-28.372234,552.432,Border Ranges,Rainforest,Burnt
